year,observations,model_mae,baseline_mae,mae_difference,mae_improvement_pct,model_rmse,baseline_rmse
2022,135,0.011270794075479398,0.013079388739283833,-0.0018085946638044352,13.827822537091023,0.014876747690821297,0.01624247809432004
2023,250,0.006658079129910469,0.007221387141099656,-0.0005633080111891878,7.800551337058056,0.008641022523444388,0.009110437790278475
2024,252,0.0075621566267579324,0.008303428079833034,-0.0007412714530751017,8.927294196423114,0.01014411408606548,0.010757456427031348
2025,250,0.009754427568671111,0.012424557484447601,-0.0026701299157764896,21.490744592866314,0.014471121603733894,0.017704612344886975
2026,160,0.008590808903630459,0.01044013688300471,-0.0018493279793742514,17.7136372836714,0.011900370024132358,0.01303814062643433
